,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
23957,49600000.0,Organic Search,3484260723427894385,2,1470955236,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,15,326,google,organic
23961,27490000.0,Organic Search,0375962687766031488,6,1470980004,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,14,331,google,organic
23964,219580000.0,Referral,4345770444854846870,1,1470959249,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),20,17,443,(direct),(none)
23981,124930000.0,Referral,0701601838005591363,3,1470946579,Windows,False,New York,New York NY,New York,(not set),21,19,2355,(direct),(none)
23993,56530000.0,Direct,8653846523706419375,4,1470950405,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),22,17,300,(direct),(none)
23999,195070000.0,Referral,8843025310060521600,12,1470952075,Linux,False,New York,New York NY,New York,(not set),23,22,1032,(direct),(none)
24003,340260000.0,Referral,4135072833918022797,1,1470941786,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),24,20,597,(direct),(none)
24007,159040000.0,Referral,8518736572243003083,8,1470952051,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),25,19,1680,mail.google.com,referral
24033,36300000.0,Referral,7291346718031890073,4,1470940014,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),28,22,437,(direct),(none)
24037,85020000.0,Organic Search,7514907909032668078,2,1470958214,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,24,578,google,organic
24041,90460000.0,Referral,1750514406451146951,3,1470950496,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),30,22,496,(direct),(none)
24042,558610000.0,Referral,5513331212846933396,9,1470956892,Macintosh,False,New York,New York NY,New York,(not set),30,23,1937,sites.google.com,referral
24057,532600000.0,Referral,517804428885255967,13,1470961226,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,broadstripe.net,34,26,286,(direct),(none)
24059,46330000.0,Referral,9980323391675823795,1,1470925234,Chrome OS,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),34,25,1317,(direct),(none)
24062,37080000.0,Referral,340785498701794891,1,1470937587,Macintosh,False,New York,New York NY,New York,(not set),35,28,615,(direct),(none)
24081,22480000.0,Direct,8488955366649910156,1,1470931962,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,arkbluecross.com,46,36,611,(direct),(none)
24082,49830000.0,Referral,5764332296932136654,3,1470940445,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),46,32,755,(direct),(none)
24087,39320000.0,Referral,5116095560753599175,1,1470934957,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),47,39,1485,(direct),(none)
24090,60470000.0,Referral,8520115029387302083,5,1470948982,Chrome OS,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),48,36,818,(direct),(none)
24093,219160000.0,Referral,2325745722959450968,1,1470964872,Macintosh,False,New York,New York NY,New York,verizon.net,49,37,776,(direct),(none)
24104,173420000.0,Referral,4303041016027387041,4,1470946146,Chrome OS,False,Georgia,Atlanta GA,Atlanta,(not set),56,38,714,(direct),(none)
24109,115070000.0,Organic Search,9103254527726253075,4,1470930651,Linux,False,Illinois,Chicago IL,Chicago,(not set),62,47,918,google,organic
24111,42450000.0,Referral,720843898955413491,1,1470931572,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),62,43,691,(direct),(none)
24112,62090000.0,Referral,3908289773281629421,2,1470953521,Chrome OS,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),64,53,2601,(direct),(none)
24115,112360000.0,Referral,6002698185791753794,2,1470936627,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),69,45,677,(direct),(none)
24116,38890000.0,Organic Search,9494932638513134134,1,1470944101,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cogentco.com,71,54,2564,google,organic
24122,101550000.0,Referral,2828987368496366028,1,1470929295,Chrome OS,False,New York,New York NY,New York,(not set),79,55,776,(direct),(none)
24125,211630000.0,Paid Search,4055717475838572918,5,1470946895,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,myvzw.com,85,58,979,google,cpc
24128,112710000.0,Referral,9321967957655029034,2,1470955872,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),96,40,2941,(direct),(none)
24129,70950000.0,Organic Search,4697674744990809143,2,1470981423,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,102,70,3280,google,organic
24130,81980000.0,Referral,543454429875721280,2,1470955810,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),103,80,6706,(direct),(none)
24131,2444040000.0,Referral,517804428885255967,12,1470947217,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),107,78,2068,(direct),(none)
24132,60940000.0,Direct,3290482216407456011,1,1470977731,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),110,78,1622,(direct),(none)
24133,79430000.0,Paid Search,0123916055895596958,3,1470976274,Chrome OS,False,Washington,Seattle-Tacoma WA,Kirkland,unknown.unknown,113,84,2358,google,cpc
24136,337910000.0,Referral,4830184868046076720,4,1470975795,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,wayport.net,331,188,2186,(direct),(none)
25134,25990000.0,Organic Search,597489337358394308,2,1497407968,Macintosh,False,New York,New York NY,New York,(not set),15,12,295,(direct),(none)
25142,65980000.0,Organic Search,1806006534240481243,3,1497406904,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,18,16,352,(direct),(none)
25157,125340000.0,Organic Search,4140559214164857738,2,1497380752,Macintosh,False,Texas,Austin TX,Austin,(not set),41,29,2298,(direct),(none)
25837,260200000.0,Referral,7048142789651941273,4,1497394578,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),11,10,169,(direct),(none)
25842,73950000.0,Organic Search,5610631581931690167,3,1497389136,Chrome OS,False,Ontario,(not set),Toronto,(not set),11,11,717,(direct),(none)
25856,183900000.0,Direct,9374906684711010516,1,1497410838,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,unknown.unknown,12,11,605,(direct),(none)
25869,16630000.0,Referral,9839986196824974326,2,1497363318,Chrome OS,False,New York,New York NY,New York,(not set),13,13,1361,(direct),(none)
25870,15590000.0,Referral,0394685600472849886,1,1497372066,Linux,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),13,13,273,(direct),(none)
25872,59990000.0,Organic Search,4296109044601139440,2,1497369312,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,partners.org,13,12,183,(direct),(none)
25891,80990000.0,Paid Search,5322201987769163031,1,1497378298,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),14,14,388,(direct),(none)
25899,18990000.0,Referral,850560433361022079,3,1497382779,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),15,12,301,(direct),(none)
25900,50660000.0,Referral,7770933674059715179,4,1497387442,Macintosh,False,Texas,Austin TX,Austin,(not set),15,15,376,(direct),(none)
25917,23980000.0,Referral,4943672858297748788,2,1497388284,Chrome OS,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),17,13,349,(direct),(none)
25920,63590000.0,Referral,4921988083628435819,4,1497385704,Linux,False,New York,New York NY,New York,(not set),17,17,554,(direct),(none)
25922,25590000.0,Organic Search,0057826677844639343,5,1497366564,Macintosh,False,New York,New York NY,New York,(not set),17,15,235,(direct),(none)
25926,106000000.0,Referral,5791424839538217435,1,1497382888,Linux,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),18,16,347,(direct),(none)
25929,10780000.0,Referral,7656154866854274850,3,1497389690,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),18,14,347,(direct),(none)
25930,60990000.0,Direct,847691446006208389,1,1497371778,Macintosh,False,New York,New York NY,New York,(not set),18,13,199,(direct),(none)
25931,16590000.0,Referral,0933609677016463494,3,1497373517,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),18,18,569,(direct),(none)
25932,26900000.0,Referral,0365800323147392278,9,1497407897,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,qwest.net,19,17,697,(direct),(none)
25933,243000000.0,Direct,6208898110027575945,3,1497368158,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sunshinelaundrysa.com,19,13,595,(direct),(none)
25940,47770000.0,Referral,3968957980752374922,1,1497346960,Macintosh,False,New York,New York NY,New York,(not set),19,18,396,(direct),(none)
25949,84820000.0,Paid Search,8744897619448167360,2,1497367858,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Milpitas,(not set),20,17,779,(direct),(none)
25953,286320000.0,Referral,4671049020900082348,4,1497378967,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,18,1221,(direct),(none)
25954,18390000.0,Referral,4182504636922812318,7,1497418202,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,20,15,318,(direct),(none)
25957,147500000.0,Paid Search,6207808178177919930,2,1497390715,Macintosh,False,Texas,Austin TX,Austin,att.net,21,17,263,(direct),(none)
25959,147750000.0,Organic Search,3747190338602183092,4,1497363736,Macintosh,False,New York,New York NY,New York,verizon.net,21,15,651,(direct),(none)
25967,27300000.0,Referral,9426279967175711043,2,1497403310,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),22,19,603,(direct),(none)
25970,29300000.0,Referral,576962765196044517,2,1497379118,Windows,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),22,16,2091,(direct),(none)
25976,44990000.0,Referral,1682749722677874840,3,1497385931,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),23,17,443,(direct),(none)
25977,39780000.0,Referral,1420571529363353703,2,1497387479,Macintosh,False,New York,New York NY,New York,verizon.net,23,18,694,(direct),(none)
25987,379850000.0,Referral,910504852442385120,34,1497395886,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,24,1353,(direct),(none)
25994,283270000.0,Organic Search,4388070466320474204,2,1497365210,Macintosh,False,New York,New York NY,New York,(not set),27,21,1617,(direct),(none)
26002,90030000.0,Referral,2287406421504796570,3,1497390691,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,wayport.net,30,22,466,(direct),(none)
26004,29260000.0,Referral,9884876722285756468,2,1497393700,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,22,595,(direct),(none)
26016,17290000.0,Organic Search,2076013084401203762,1,1497374199,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,oreilly.com,39,25,1037,(direct),(none)
26019,33300000.0,Referral,1121753578357585209,2,1497396339,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),41,33,1900,(direct),(none)
26022,97370000.0,Referral,2718811501718036973,8,1497388667,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,43,27,603,(direct),(none)
26023,64770000.0,Referral,5484192431501913475,5,1497406819,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),44,39,1732,(direct),(none)
26024,49180000.0,Referral,4647847058075406841,4,1497386554,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),44,38,878,(direct),(none)
26027,72850000.0,Organic Search,126587065113364520,2,1497395316,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gvtc.com,48,30,2291,(direct),(none)
26028,303080000.0,Referral,4671049020900082348,3,1497365414,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),50,44,5088,(direct),(none)
26038,48550000.0,Referral,5429642908355908578,2,1497383915,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),70,52,1849,(direct),(none)
26041,1701580000.0,Direct,7113011772090059658,4,1497412270,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,wayport.net,86,62,2771,(direct),(none)
28595,21990000.0,Organic Search,4697761145388027132,1,1484330155,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,umaryland.edu,11,11,448,(direct),(none)
28621,15590000.0,Direct,4163967138563839128,2,1484339233,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,12,10,937,(direct),(none)
28664,42990000.0,Organic Search,0776257183737046172,1,1484354873,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,15,15,398,(direct),(none)
28673,565250000.0,Referral,5179586107192059934,2,1484342612,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),15,14,1472,(direct),(none)
28693,42000000.0,Referral,0460590127025597143,3,1484317916,Macintosh,False,Pennsylvania,Pittsburgh PA,Pittsburgh,(not set),17,17,362,(direct),(none)
28705,23990000.0,Paid Search,1021564728056895088,2,1484363019,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,salesforce.com,18,14,867,(direct),(none)
