Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,77000,270000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Focus II,2011,1.6 Trend Sigma,105600,192000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2014,1.6 Sedan S Plus 120cv,99500,310000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Golf,2016,1.4 Comfortline Tsi,9000,670000,5.0,Hatchback,Capital Federal
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline At,53000,750000,4.0,Pick-Up,Mendoza
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,63100,240000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2012,1.4 Power 83cv,120000,140000,3.0,Hatchback,Tucumán
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,52000,325000,5.0,Hatchback,Buenos Aires Interior
Ford,Fiesta,2013,1.6 Max One Edge Plus 98cv,61000,160000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Ecosport,2017,1.6 S 110cv 4x2,25000,520000,5.0,SUV,Corrientes
Volkswagen,Gol,2011,1.4 Power 83cv,80000,120000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2014,1.6 Comfortline Plus 101cv Ab+ll+alt,90000,240000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Focus III,2013,1.6 S,83000,260000,5.0,Hatchback,San Juan
Ford,Ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,15000,380000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Focus III,2017,2.0 Se,8500,640000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus III,2016,2.0 Se Plus Mt,19000,560000,5.0,Hatchback,Santa Fe
Ford,Fiesta Kinetic Design,2013,1.6 Sedan Se 120cv,56400,350000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Golf,2015,1.4 Comfortline Tsi,58000,420000,5.0,Hatchback,Mendoza
Ford,Ecosport,2013,2.0 Titanium 143cv 4x2,79000,359000,5.0,SUV,Capital Federal
Volkswagen,Gol Trend,2011,1.6 Pack Iii 101cv,110000,175000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Ecosport,2011,2.0 My10 Xls 4x2,112000,245000,5.0,SUV,Buenos Aires Interior
Volkswagen,Gol Trend,2011,1.6 Pack Iii 101cv I-motion,48500,182000,5.0,Hatchback,Bs.as. G.b.a. Norte
Mercedes Benz,Clase SLK,2014,1.8 Slk250 Cgi B.efficiency At,78000,49000,2.0,Cabriolet,Bs.as. G.b.a. Norte
Honda,Civic,2015,1.8 Exs Mt 140cv,35500,570000,4.0,Sedán,Bs.as. Costa Atlántica
Volkswagen,Suran,2014,1.6 Comfortline 101cv Ab,70377,235000,5.0,Monovolumen,Tucumán
Ford,Focus III,2013,2.0 Sedan Titanium At6,40000,365000,4.0,Sedán,Capital Federal
Volkswagen,Saveiro,2015,1.6 Gp Cd 101cv Pack High,82000,320000,2.0,Pick-Up,Santa Fe
Ford,Fiesta Kinetic Design,2011,1.6 Design Sedan 120cv Trend,90000,195000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Ecosport,2012,2.0 My10 Xlt Plus 4x2,86000,275000,5.0,SUV,Buenos Aires Interior
Volkswagen,Vento,2015,2.5 Luxury 170cv Tiptronic,64000,505000,4.0,Sedán,Bs.as. G.b.a. Norte
Honda,CR-V,2014,2.4 Lx 2wd 185cv At,100000,20000,5.0,SUV,Bs.as. Costa Atlántica
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,115000,195000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xls Plus 4x2,89000,195000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Bora,2014,2.0 Trendline 115cv,75000,279990,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,90000,150000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,106000,240000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2011,1.6 My10 Xl Plus Mp3 4x2,151000,235000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Fox,2011,1.6 Confortline Pack,98000,210000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2012,2.0 Cd Tdi 180cv 4x4 Highline C34,190000,580000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x4 Highline C34,85000,550000,4.0,Pick-Up,Capital Federal
Volkswagen,Vento,2011,2.5 Luxury 170cv,85000,310000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Ecosport,2012,2.0 My10 Xls 4x2,42000,260000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Ka,2012,1.6 Pulse 95cv,127000,170000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack Iii + Abs,102300,175000,5.0,Hatchback,Córdoba
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,73000,269000,5.0,Hatchback,Córdoba
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x4 Highline Pack At C34,86000,850000,4.0,Pick-Up,Capital Federal
Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,80000,264900,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Gol Trend,2011,1.6 Pack I Plus 101cv,110000,179000,5.0,Hatchback,Bs.as. G.b.a. Norte
Honda,Civic,2012,1.8 Exs At 140cv,80000,365000,4.0,Sedán,Mendoza
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline At,6500,790000,4.0,Pick-Up,Buenos Aires Interior
Ford,Ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv Manual,90000,570000,4.0,Pick-Up,Bs.as. Costa Atlántica
Ford,Ranger,2016,2.2 Cd 4x2 Xl Safety Tdci 125cv,31000,730000,2.0,Pick-Up,Capital Federal
Ford,Ka,2013,1.6 Fly Viral 95cv,62000,145000,3.0,Hatchback,Capital Federal
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,110000,329000,4.0,Sedán,Córdoba
Volkswagen,Voyage,2013,1.6 101cv,46500,204000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Ecosport,2013,2.0 Se 143cv 4x2,82000,375000,5.0,SUV,Mendoza
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,68000,148000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Fox,2016,1.6 Highline,40000,340000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Bora,2011,1.8 Highline T 180cv,86000,265000,4.0,Sedán,Capital Federal
Ford,Transit,2013,2.2 Furgon Corto Tdci Aa Tm (2933),70000,650000,2.0,Furgón,Capital Federal
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,117000,180000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2017,1.6 S 120cv,26000,339999,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,84500,630000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,52500,465000,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,The Beetle,2015,1.4 Tsi Design,37000,510000,3.0,Hatchback,Capital Federal
Volkswagen,Passat,2011,2.0 Tsi Advance Dsg,127000,385000,4.0,Sedán,Buenos Aires Interior
Ford,Ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,40000,700000,4.0,Pick-Up,Córdoba
Ford,Ranger,2013,2.5 Cd 4x2 Xl Safety Ivct 166cv,121000,495000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,105000,193000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2013,1.6 Se 110cv 4x2,70000,325000,5.0,SUV,Santa Fe
Ford,Focus III,2016,1.6 S,30000,445000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv Bi-xenon Dgs,84000,520000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Golf Variant,2018,1.4 Comfortline Tsi Dsg,8000,815000,5.0,Rural,Buenos Aires Interior
Volkswagen,Bora,2013,1.8 Highline T 180cv,45300,340000,4.0,Sedán,Catamarca
Ford,Focus III,2017,2.0 Titanium At6,20000,645000,5.0,Hatchback,Capital Federal
Ford,Focus III,2015,2.0 Se Plus At6,80000,425000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ka,2012,1.0 Fly Viral 63cv,105000,130000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,163000,500000,4.0,Pick-Up,Tucumán
Ford,Focus II,2012,2.0 Exe Sedan Trend,91000,239500,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2014,1.6 Design 120cv Titanium,85000,390000,5.0,Hatchback,Capital Federal
Mercedes Benz,Clase GLA,2016,1.6 Gla250 Amg-line 211cv,22000,48900,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Tiguan,2012,2.0 Sport & Style Tsi 200cv Tiptronic,110000,480000,5.0,SUV,San Luis
Ford,Focus III,2016,2.0 Sedan Se Plus Mt,27200,495000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2013,2.0 Cd Tdi 4x2 Highline Pack C33,122000,650000,4.0,Pick-Up,Córdoba
Volkswagen,Vento,2013,2.5 Luxury 170cv,102000,330000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Passat,2013,2.0 Advance I 170cv,47000,590000,4.0,Sedán,Mendoza
Volkswagen,Suran Cross,2016,1.6 Highline Msi 110cv,29000,369000,5.0,Monovolumen,Capital Federal
Ford,Ecosport,2011,1.6 My10 Xls Plus 4x2,107000,240000,5.0,SUV,Río Negro
Ford,Ecosport,2011,2.0 My10 Xls 4x2,65000,260000,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2016,1.6 Trendline,34000,300000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Tiguan,2011,2.0 Exclusive Tsi 200cv Tiptronic,96741,460000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Focus III,2014,2.0 Titanium Mt,56000,420000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv Manual,65000,750000,4.0,Pick-Up,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,90000,280000,5.0,Hatchback,Santa Fe
Ford,Ka,2011,1.0 Fly Viral Usb/bluetooth,90000,145000,3.0,Hatchback,Bs.as. G.b.a. Norte
Honda,HR-V,2016,1.8 Ex 2wd Cvt,36000,610000,5.0,SUV,Río Negro
Ford,Fiesta Kinetic Design,2015,1.6 Se 120cv,87000,395000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,38000,285000,5.0,Hatchback,Capital Federal
Volkswagen,Bora,2012,2.0 Trendline 115cv,60000,260000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol,2011,1.4 Power 83cv,126000,155000,3.0,Hatchback,Córdoba
Honda,Fit,2012,1.4 Lx-l At 100cv l12,75000,258000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv,75000,720000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Golf,2015,1.4 Comfortline Tsi,66000,545900,5.0,Hatchback,Bs.as. G.b.a. Sur
Mercedes Benz,Clase C,2014,1.8 C200 City Edition B.efficiency,75500,710000,4.0,Sedán,Córdoba
Volkswagen,Suran,2011,1.6 Highline 101cv 11c,107000,225000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2017,1.6 Trendline 101cv 3p,11000,285000,3.0,Hatchback,Córdoba
Mercedes Benz,Sprinter,2015,2.1 415 Furgon 3665 Te Mixto 4+1 Aa,87000,850000,2.0,Furgón,Buenos Aires Interior
Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv,96500,650000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Chrysler,PT Cruiser,2011,2.4 Touring,70000,250000,5.0,Hatchback,Capital Federal
Volkswagen,Vento,2012,2.5 Luxury 170cv Tiptronic,57877,319900,4.0,Sedán,Capital Federal
Volkswagen,Gol Trend,2014,1.6 Pack I 101cv,68700,195000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus III,2014,2.0 Sedan Se Plus At6,78500,355000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xls 4x2,104500,220000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Focus III,2014,2.0 Se Plus Mt,68000,360000,5.0,Hatchback,Neuquén
Ford,Ecosport,2011,2.0 My10 Xls 4x2,112000,200000,5.0,SUV,Santa Fe
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,59000,200000,5.0,Hatchback,Capital Federal
Volkswagen,Amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,165000,465000,4.0,Pick-Up,Capital Federal
Volkswagen,Gol Trend,2013,1.6 Pack Iii 101cv I-motion,40000,225000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,Fit,2015,1.5 Ex-l Mt 120cv,78588,319000,5.0,Hatchback,Capital Federal
Volkswagen,Suran,2016,1.6 Trendline,37800,370000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Saveiro,2011,1.6 Cs 101cv,91000,240000,2.0,Pick-Up,Catamarca
Volkswagen,Fox,2012,1.6 Comfortline Pack,85000,185000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 S 120cv,65000,300000,5.0,Hatchback,Capital Federal
Volkswagen,Crossfox,2015,1.6 Highline,46500,319000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2012,2.0 Cd Tdi 163cv 4x4 Highline 1h4,117000,630000,4.0,Pick-Up,Misiones
Volkswagen,Fox,2013,1.6 Trendline,60000,255000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ranger,2013,2.5 Cd 4x2 Xl Safety Ivct 166cv,102000,530000,2.0,Pick-Up,Córdoba
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,93000,225000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Up!,2017,1.0 Move Up! 75cv,16000,297000,3.0,Hatchback,Capital Federal
Volkswagen,Gol,2013,1.4 Power Ps+ac 83cv,58000,185000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ka,2012,1.0 Fly Viral 63cv,123000,175000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2011,2.0 Cd Tdi 163cv 4x2 Starline St3,167000,400000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,95000,190000,4.0,Sedán,Mendoza
Ford,Ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv At,74000,735000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Ranger,2013,2.2 Cd 4x4 Xl Safety Tdci 125cv,149000,550000,2.0,Pick-Up,Mendoza
Volkswagen,Suran,2012,1.6 Trendline 11b,75000,219000,5.0,Monovolumen,Capital Federal
Volkswagen,Suran,2013,1.6 Highline 101cv 11c,70600,220000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Volkswagen,Golf,2016,1.4 Comfortline Tsi Dsg,54000,524990,5.0,Hatchback,Capital Federal
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Dgs,57500,530000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ecosport,2014,2.0 Titanium 143cv 4x2,77400,420000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ka,2011,1.0 Fly Viral Usb/bluetooth,59000,140000,3.0,Hatchback,Córdoba
Ford,Focus II,2011,1.6 Trend Sigma,68000,245000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Up!,2015,1.0 Move Up! 75cv,52000,215000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2016,2.0 Cs Tdi 140cv 4x2 Startline,35000,530000,2.0,Pick-Up,Córdoba
Volkswagen,Suran,2012,1.6 Trendline 11b,71000,239000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,111000,200000,5.0,Hatchback,Bs.as. G.b.a. Norte
Honda,Civic,2011,1.8 Exs At,100000,290000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Golf Variant,2016,1.4 Comfortline Tsi Dsg,55000,650000,5.0,Rural,Córdoba
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,98000,540000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Fiesta,2011,1.6 Max One Ambiente,48000,170000,4.0,Sedán,Capital Federal
Ford,Ecosport,2014,2.0 Titanium 143cv 4x2,67000,420000,5.0,SUV,Tucumán
Volkswagen,Vento,2012,2.0 Sportline Tsi 200cv Dgs,93500,410000,4.0,Sedán,Capital Federal
Volkswagen,Amarok,2011,2.0 Cd Tdi 163cv 4x2 Trendline 1t2,165000,465000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Saveiro,2012,1.6 Ce 101cv Pack Electr.,176000,235000,2.0,Pick-Up,Buenos Aires Interior
Volkswagen,Tiguan,2012,2.0 Exclusive Tsi 200cv Tiptronic,78000,640000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ranger,2014,3.2 Cd 4x4 Xlt Tdci 200cv,108000,690000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2016,1.6 Se Plus 120cv,40000,385000,5.0,Hatchback,Bs.as. Costa Atlántica
Ford,Ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv,117000,20000,4.0,Pick-Up,Córdoba
Volkswagen,Gol Trend,2016,1.6 Highline 101cv,35000,275000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus III,2013,2.0 Se,50000,300000,5.0,Hatchback,Tucumán
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,100000,550000,4.0,Pick-Up,Buenos Aires Interior
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,90000,298000,5.0,Hatchback,Entre Ríos
Honda,City,2013,1.5 Lx Mt 120cv,90000,275000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Vento,2015,2.5 Advance Plus 170cv,70000,340000,4.0,Sedán,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2012,1.6 101cv,92000,185000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2013,1.6 Comfortline 101cv,60000,190000,5.0,Monovolumen,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2014,1.6 Comfortline 101cv 11a,76000,200000,5.0,Monovolumen,Santa Fe
Ford,Fiesta Kinetic Design,2015,1.6 Se 120cv,70000,330000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ranger,2016,2.2 Cs 4x2 Xl Safety Tdci 125cv,45000,420000,2.0,Pick-Up,Neuquén
Ford,Fiesta Kinetic Design,2017,1.6 S 120cv,30000,360000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Voyage,2016,1.6 Highline 101cv,36300,275000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Tiguan,2013,2.0 Premium Tsi 200cv,62000,625000,5.0,SUV,Capital Federal
Volkswagen,Gol Trend,2014,1.6 Pack Iii 101cv,30000,280000,5.0,Hatchback,Entre Ríos
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,56000,140000,5.0,Hatchback,Capital Federal
Volkswagen,Crossfox,2011,1.6 Highline,125000,245000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,37500,285000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,71000,250000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv At,73000,575000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,120000,270000,5.0,Hatchback,Chaco
Volkswagen,Gol Trend,2014,1.6 Pack I Abcp Abs 101cv,54250,245000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack I 101cv,99000,160000,5.0,Hatchback,Capital Federal
Volkswagen,Gol Trend,2015,1.6 Highline 101cv 3p,12500,269900,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Suran,2013,1.6 Highline 101cv,122000,220000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Volkswagen,Polo,2016,1.6 Comfortline,29800,380000,4.0,Hatchback,Santa Fe
Volkswagen,Saveiro,2016,1.6 Gp Ce 101cv Safety + Pack High,27000,410000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Ecosport,2015,2.0 Titanium 143cv 4x2,67100,425000,5.0,SUV,Buenos Aires Interior
Volkswagen,Vento Variant,2011,2.5 Confort 170cv,106000,254900,4.0,Rural,Capital Federal
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,60000,145000,5.0,Hatchback,Capital Federal
Volkswagen,Gol Trend,2011,1.6 Pack I Plus 101cv,70000,165000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Voyage,2011,1.6 Comfortline Plus 101cv,107000,175000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Focus II,2011,1.6 Trend Sigma,78000,214000,5.0,Hatchback,Bs.as. G.b.a. Norte
Honda,HR-V,2016,1.8 Ex-l 2wd Cvt,22000,726000,5.0,SUV,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 Se 120cv,30000,300000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2016,2.0 Cd Tdi 140cv 4x4 Startline,40000,699000,4.0,Pick-Up,Capital Federal
Volkswagen,Amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,146000,620000,4.0,Pick-Up,Santa Fe
Ford,Ecosport,2014,2.0 Freestyle 143 4x4,39000,340000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Focus III,2014,1.6 Sedan S,54700,320000,4.0,Sedán,Mendoza
Volkswagen,Suran,2014,1.6 Comfortline 101cv Ab,31000,240000,5.0,Monovolumen,Salta
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,108000,145000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2012,2.0 Cd Tdi 180cv 4x2 Highline C33,151000,520000,4.0,Pick-Up,Entre Ríos
Ford,Focus III,2015,2.0 Sedan Se Plus At6,64000,430000,4.0,Sedán,Río Negro
Ford,Focus II,2011,1.8 Tdci Ghia Mt,125000,250000,5.0,Hatchback,Mendoza
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,52000,380000,5.0,SUV,Río Negro
Volkswagen,Saveiro,2015,1.6 Gp Cd 101cv Pack High,50000,265000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2011,1.6 My10 Xls Plus 4x2,80000,190000,5.0,SUV,Capital Federal
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,131000,205000,5.0,Hatchback,Capital Federal
Ford,Focus II,2011,1.6 Trend Sigma,104000,255000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Voyage,2015,1.6 Highline 101cv,50000,300000,4.0,Sedán,Capital Federal
Volkswagen,Sharan,2011,1.4 Comfortline Tsi Bluemotion 6mt,72000,425000,5.0,Monovolumen,Córdoba
Ford,Focus II,2012,2.0 Exe Sedan Trend Plus,45000,300000,4.0,Sedán,Neuquén
Volkswagen,Voyage,2012,1.6 Comfortline 101cv,49500,169000,4.0,Sedán,Capital Federal
Ford,Focus III,2017,2.0 Sedan Se Plus Mt,35000,620000,4.0,Sedán,Córdoba
Ford,Focus III,2014,2.0 Se Plus Mt,47000,398000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,97500,530000,4.0,Pick-Up,Capital Federal
Volkswagen,Fox,2014,1.6 Highline,43000,280000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2013,2.5 Luxury 170cv,55000,365000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Fox,2014,1.6 Highline,68390,320000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Crossfox,2012,1.6 Comfortline,88000,239900,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ecosport,2014,1.6 Se 110cv 4x2,62000,290000,5.0,SUV,Bs.as. Costa Atlántica
Volkswagen,The Beetle,2016,1.4 Design Dsg,21000,530000,3.0,Hatchback,Chubut
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,51000,305000,5.0,Hatchback,Tucumán
Volkswagen,Fox,2012,1.6 Trendline,69000,190000,5.0,Hatchback,Tucumán
Volkswagen,Voyage,2012,1.6 Comfortline Plus 101cv,91000,189000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2014,1.6 Se 120cv,67800,290000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,67842,196000,5.0,Monovolumen,Capital Federal
Honda,Civic,2014,1.8 Lxs At 140cv,60000,375000,4.0,Sedán,Bs.as. G.b.a. Sur
Mercedes Benz,Sprinter,2018,2.1 411 Street 116cv 3250 V1 Tn,7000,980000,2.0,Furgón,Bs.as. Costa Atlántica
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,122000,230000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2014,1.6 Titanium 110cv 4x2,68000,385000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,93000,540000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,105000,245000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Ranger,2015,2.5 Cs 4x2 Xl Safety Ivct 166cv,42000,530000,2.0,Pick-Up,Buenos Aires Interior
Volkswagen,Suran,2014,1.6 Trendline 11b,60000,300000,5.0,Monovolumen,Capital Federal
Honda,Civic,2011,1.8 Lxs Mt,90000,275000,4.0,Sedán,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,60000,350000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ka,2013,1.6 Pulse Top 95cv,70000,180000,3.0,Hatchback,Bs.as. G.b.a. Sur
Honda,CR-V,2012,2.4 Ex L 4wd 185cv At,86000,640000,5.0,SUV,Bs.as. G.b.a. Sur
